address,building_count,company,house,house_count,name,price,type,url,year
(湖里东渡)海山路水务宿舍,4栋,无开发商,,135户,东渡水务宿舍,,板楼,https://xm.lianjia.com/xiaoqu/398849600032828/,1989年建成 
(湖里江头)江头西路,3栋,厦门丹鹭房地产开发有限公司,,219户,水岸豪景,,板楼,https://xm.lianjia.com/xiaoqu/3911053564192/,2000年建成 
(湖里南山路)宜宾路62到84号,12栋,厦门市万邦实业开发公司,,690户,万景花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057360229/,1995年建成 
(湖里保税区)象兴四路22号,2栋,无开发商,,618户,象屿大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3914586312930302/,2012年建成 
"(湖里大唐世家)兴隆路505-519号, 兴隆路503号",5栋,百脑汇（福建）电子科技有限公司,,324户,科技村,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911058015715/,1995年建成 
(湖里江头)台湾街318号,1栋,厦门荣辉房地产开发有限公司,,216户,金盛大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911053559263/,2003年建成 
(湖里南山路)海天路131到219号,22栋,厦门建筑综合发展公司,,608户,海天小区,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057333243/,1986年建成 
(湖里SM)湖里区禾山路205号,4栋,暂无信息,,50户,厦门电子职业学校宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3911474065435707/,暂无信息 
(湖里SM)圆山南路,6栋,天安(厦门)地产投资有限公司,,448户,嘉景花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053713115/,2002年建成 
(湖里五缘湾)厦门市湖里区钟岭路68号,1栋,厦门国际石材中心运营有限公司,,608户,国际石材中心,,塔楼,https://xm.lianjia.com/xiaoqu/3920028423758843/,1980年建成 
(湖里SM)薛岭北里1到18号,9栋,厦门瑞泰房地产公司,,293户,嘉隆公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911053723537/,2001年建成 
(湖里金尚)金昌路97到103号,12栋,厦门住宅建设集团有限公司,,545户,金秋花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057699501/,2000年建成 
(湖里东渡)和通里41-49号,9栋,中骏置业,,87户,边检宿舍,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3920036310173617/,1999年建成 
"(湖里SM)乌石浦二里167到169号, 乌石浦二里169号",7栋,厦门市古龙集团房地产开发有限公司,,263户,古龙花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911053701736/,2006年建成 
(湖里湖边水库)金洪路湖边花园B区西区,5栋,厦门特房建设工程集团有限公司,,1211户,湖边花园B区西区,,塔楼/塔板结合,https://xm.lianjia.com/xiaoqu/3920039743894789/,2010年建成 
"(湖里五缘湾)安岭路999号, 安岭路1001号",2栋,厦门国贸金海湾投资有限公司,,128户,金海湾财富中心1号,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3916072038690220/,2006年建成 
"(湖里南山路)宜宾路47-51号, 宜宾路53-61号",8栋,暂无信息,,8户,雅景别墅,,未知类型,https://xm.lianjia.com/xiaoqu/3910928458838610/,1998年建成 
(湖里五缘湾)湖里五缘湾泗水道（五缘湾运动馆旁）,2栋,厦门市英泰富房地产有限公司,,317户,万隆国际广场,,塔板结合,https://xm.lianjia.com/xiaoqu/3914601666441443/,2015年建成 
(湖里南山路)宜宾路17号,2栋, 重庆汇东房地产开发有限公司,,19户,国防计量站小区,,板楼,https://xm.lianjia.com/xiaoqu/3911288683753878/,1998年建成 
(湖里五缘湾)泗水道623~625号,2栋,厦门同安对外经济技术合作总公司,,136户,同安商务大厦,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3910117061291420/,2009年建成 
(湖里湖里大道)悦华路166号,1栋,暂无信息,,2户,恒兴大厦,,塔板结合,https://xm.lianjia.com/xiaoqu/3920030043252785/,暂无信息 
(湖里保税区)和悦里65到74号,1栋,中骏置业,,3户,韵园别墅,,板楼/平房,https://xm.lianjia.com/xiaoqu/3915870392045089/,1995年建成 
(湖里南山路)海天路3-4号附近,1栋,厦门永升房地产开发有限公司,,62户,临海苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057378608/,2006年建成 
(湖里邮轮城)同益路52号,1栋,无,,14户,同益路,,板楼,https://xm.lianjia.com/xiaoqu/3918177763849097/,1995年建成 
(湖里南山路)南山路52号,1栋, 大理耀鹏房地产开发有限责任公司,,18户,南山华府,,平房,https://xm.lianjia.com/xiaoqu/3920039828911256/,1990年建成 
"(湖里南山路)南山路89号, 南山路91号",4栋,北京首创建设有限公司,,39户,万山小区,,板楼,https://xm.lianjia.com/xiaoqu/3920024734226157/,1989年建成 
(湖里金尚)双浦路239号,2栋,厦门市天地开发建设有限公司,,51户,天宝花园二期,,板楼,https://xm.lianjia.com/xiaoqu/3911057426757/,2005年建成 
(湖里南山路)竹坑路11号,1栋,"""浙江富园房地产开发有限公司",,21户,竹坑路11号,,塔板结合,https://xm.lianjia.com/xiaoqu/3920038722343741/,1989年建成 
(湖里机场区)林后社777号,3栋,广州城建发地产,,297户,恒祥新苑,,板楼,https://xm.lianjia.com/xiaoqu/3920034248843808/,2000年建成 
(湖里南山路)南山路48号,1栋,暂无信息,,96户,德信庄园,,塔板结合,https://xm.lianjia.com/xiaoqu/3920023115460079/,暂无信息 
"(湖里大唐世家)厦门市湖里区小东山社, 小东山社6号, 小东山社4号",2栋,大唐地产集团,,36户,小东山村,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3913236341584494/,1998年建成 
(湖里五缘湾)枋钟路2370号,4栋, 陕西亿润经贸有限公司 ,,244户,金山财富广场,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3912783508532420/,2006年建成 
"(湖里机场区)高崎北二路491号,高崎北二路493号",2栋,上海长城嘉福置业有限公司,,28户,嘉福盐业小区,,板楼,https://xm.lianjia.com/xiaoqu/3920038868098547/,2001年建成 
(湖里大唐世家)园山北里71-9号附近,9栋,厦门坤城房地产开发有限公司,,2573户,雪梨星光,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911058021513/,2000年建成 
(湖里南山路)厦门市湖里区海天路161号602室,1栋,暂无信息,,56户,海天大厦,,塔楼,https://xm.lianjia.com/xiaoqu/39000000000224/,1992年建成 
(湖里南山路)海天路63之8-11号,1栋,厦门联发（集团）房地产公司,,80户,雅丽阁,,板楼,https://xm.lianjia.com/xiaoqu/3911057420176/,2004年建成 
(湖里SM)乌石浦路乌石浦二期,11栋, 合肥万科瑞翔地产有限公司,,140户,乌石浦二期,,板楼,https://xm.lianjia.com/xiaoqu/3911742172425693/,2000年建成 
(湖里五缘湾)安岭二路89号,1栋,金凤房地产开发有限公司,,190户,金凤集团,,塔板结合,https://xm.lianjia.com/xiaoqu/3920027041089343/,2009年建成 
(湖里湖里大道)象屿路88号,1栋,暂无信息,,209户,保税市场大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920023296969643/,1997年建成 
(湖里枋湖)枋湖西三路281号,11栋, 陕西亿润经贸有限公司 ,,1376户,金枋世家一期,,塔楼,https://xm.lianjia.com/xiaoqu/3911057441311/,2012年建成 
(湖里南山路)厦门市湖里区宜宾路63-211号,6栋,暂无信息,,73户,华景小区,,板楼,https://xm.lianjia.com/xiaoqu/3911635005075413/,暂无信息 
(湖里殿前)长乐路350-352号,1栋,翔鹭（厦门）房地产开发有限公司,,896户,闽南古镇,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3914260444082133/,2000年建成 
(湖里SM)乌石浦二里,1栋,裕景兴业（厦门）有限公司,,1120户,裕兴花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053760963/,1986年建成 
(湖里南山路)竹坑路64号,1栋,暂无信息,,1户,竹坑路64号,,板楼,https://xm.lianjia.com/xiaoqu/39000000000900/,1983年建成 
"(湖里SM)乌石浦二里, 湖里区乌石浦二里1号至7号",8栋,厦门市家佳物业管理有限公司,,1364户,天成花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911053739298/,1998年建成 
"(湖里五缘湾)高林西路1-9号, 高林西里1-9号",6栋,建发房产,,747户,金林湾花园A区,,塔板结合/平房,https://xm.lianjia.com/xiaoqu/3920034954700603/,2015年建成 
(湖里机场区)机场自贸区-航空港物流园区高崎道892号,3栋,厦门新景地集团有限公司,,506户,舜弘国际中心,,塔板结合,https://xm.lianjia.com/xiaoqu/3920031170918027/,暂无信息 
(湖里万达广场)厦门市湖里区仙岳路与环岛干道交汇处,1栋,鼎丰商业管理有限公司,,528户,鼎丰财富中心,,塔楼,https://xm.lianjia.com/xiaoqu/3920021456163720/,1999年建成 
(湖里观音山)环岛东路海峡明珠广场,2栋,厦门海峡明珠投资开发有限公司,,1051户,海峡明珠广场,,塔楼,https://xm.lianjia.com/xiaoqu/3920021107933848/,2015年建成 
(湖里东渡)和宁里126号,2栋,暂无信息,,1户,禹州棕榈城,,塔板结合,https://xm.lianjia.com/xiaoqu/3920034338019851/,暂无信息 
(湖里枋湖)梧桐西路1号,1栋,暂无信息,,144户,船务大厦,,未知类型,https://xm.lianjia.com/xiaoqu/3920035345091797/,暂无信息 
(湖里邮轮城)同益路50号,1栋,海城中海润泽置业有限公司,,15户,海明大厦,,板楼,https://xm.lianjia.com/xiaoqu/3920035437404775/,2002年建成 
(湖里江头)江头西路,2栋, 陕西亿润经贸有限公司 ,,276户,江头花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053557883/,1998年建成 
(湖里东渡)海山路91号,3栋,大连大洲置业有限公司,,23户,东荣社区,,塔楼/塔板结合,https://xm.lianjia.com/xiaoqu/3920038162263622/,1988年建成 
(湖里湖里大道)湖里区湖里大道63号401单元,1栋,暂无信息,,1户,湖里大道63号厂房,,塔板结合,https://xm.lianjia.com/xiaoqu/39000000000020/,1988年建成 
(湖里殿前)湖里区寨上2401号第二层A单元,1栋,暂无信息,,1户,寨上社,,未知类型,https://xm.lianjia.com/xiaoqu/39000000000292/,暂无信息 
"(湖里五缘湾)高林西里1-9号, 高林西里10-16号",6栋, 陕西亿润经贸有限公司 ,,752户,金林湾花园B区,,塔板结合,https://xm.lianjia.com/xiaoqu/3920034297105970/,2005年建成 
(湖里南山路)海天路1号,1栋, 陕西亿润经贸有限公司 ,,1户,临海苑办公楼,,平房,https://xm.lianjia.com/xiaoqu/39000000000263/,2004年建成 
(湖里SM)园山南路898号,1栋,兴隆县天的置业有限公司,,529户,后埔·玉岭大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920022081312490/,1999年建成 
(湖里五缘湾)安岭二路50号,1栋,暂无信息,,14户,安岭二路,,板楼,https://xm.lianjia.com/xiaoqu/3920023218295147/,2000年建成 
(湖里金山)金山西路48号,3栋, 陕西亿润经贸有限公司 ,,138户,金山西路,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3915118037429994/,2000年建成 
(湖里机场区)厦门高崎国际机场T3航站楼南片区,1栋,厦门兆翔瀚藏置业有限公司,,290户,海丝艺术品中心,,塔楼,https://xm.lianjia.com/xiaoqu/3920021456165781/,2018年建成 
(湖里殿前)殿前四路134号,2栋,暂无信息,,25户,殿前四路,,板楼,https://xm.lianjia.com/xiaoqu/3920022284755692/,暂无信息 
(湖里机场区)枋湖北二路135号,1栋,暂无信息,,12户,闽江局宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3920022518589168/,暂无信息 
(湖里枋湖)枋湖西一里39-45号,2栋,无开发商,,170户,新永成花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057456111/,2000年建成 
(湖里南山路)宜宾路39-1,1栋,暂无信息,,1户,台湾工业园单身公寓,,未知类型,https://xm.lianjia.com/xiaoqu/3920024449928624/,暂无信息 
"(湖里殿前)爱民路233号, 神山爱民路240号",7栋,暂无信息,,150户,神山公寓,,板楼,https://xm.lianjia.com/xiaoqu/3916345424473694/,暂无信息 
(湖里五缘湾)泗水道611号,1栋,浙江绿金置业有限公司,,92户,金绿广场,,塔楼,https://xm.lianjia.com/xiaoqu/3910116971377044/,2013年建成 
(湖里五缘湾)安岭二路108号,1栋,暂无信息,,12户,湖里国投,,板楼,https://xm.lianjia.com/xiaoqu/3920024954556125/,暂无信息 
(湖里五缘湾)泗水道629号,1栋,厦门翔安建设发展房地产有限公司,,129户,翔安商务大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3918224338208873/,2013年建成 
(湖里东渡)东渡路,1栋,厦门港务地产有限公司,,168户,港吉大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911056363492/,2000年建成 
(湖里东渡)和通里162号到181号,11栋,"厦门禹洲集团股份有限公司,",,494户,和通新村,,塔楼,https://xm.lianjia.com/xiaoqu/3911062000161/,2000年建成 
(湖里SM)仙岳路30号,5栋,厦门百江投资有限公司,,147户,百果山小区,,板楼,https://xm.lianjia.com/xiaoqu/3911053695628/,2000年建成 
(湖里殿前)兴湖路25号,1栋,厦门奔马实业有限公司,,307户,欣家园,,塔板结合,https://xm.lianjia.com/xiaoqu/3911058020582/,2004年建成 
(湖里五缘湾)墩岭一里1-26号,8栋,天地房地产开发,,944户,金福缘新城（墩岭一里）,,板楼,https://xm.lianjia.com/xiaoqu/399162408341881/,1996年建成 
(湖里保税区)和悦里37-44号,17栋,无开发商,,340户,和悦里,,板楼,https://xm.lianjia.com/xiaoqu/3911629777661872/,1994年建成 
(湖里东渡)东村巷,7栋, 重庆汇东房地产开发有限公司,,124户,东村巷,,板楼,https://xm.lianjia.com/xiaoqu/3920020495515145/,1988年建成 
(湖里南山路)兴隆路24-10号,1栋,暂无信息,,2户,旺荣大厦,,未知类型,https://xm.lianjia.com/xiaoqu/39000000001014/,暂无信息 
(湖里金尚)金昌路,3栋,厦门华星开发商,,162户,玉山花园,,板楼,https://xm.lianjia.com/xiaoqu/3911055919088/,2005年建成 
(湖里东渡)湖里东渡和顺里50-165号,9栋,厦门特祥房地产开发有限公司,,218户,半山林海二期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057169047/,2007年建成 
(湖里南山路)康乐路214号,2栋,暂无信息,,11户,康乐路,,板楼,https://xm.lianjia.com/xiaoqu/3916683329685976/,暂无信息 
(湖里江头)江宁里1号,9栋,厦门市天地开发建设有限公司,,437户,江宁里,,板楼,https://xm.lianjia.com/xiaoqu/3911053553281/,1993年建成 
(湖里江头)台湾街209到279号,3栋,厦门市天地开发建设有限公司,,139户,天地花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053567910/,1996年建成 
(湖里金尚)后埔东二里1到96号,12栋,厦门新万联房地产开发有限公司,,187户,唐庄,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3912608047950899/,2000年建成 
(湖里湖里大道)湖里大道80-84号,1栋,厦门永升房地产开发有限公司,,80户,明园大厦,,塔板结合,https://xm.lianjia.com/xiaoqu/3913396555869974/,1997年建成 
(湖里南山路)南山路127-135号,5栋,上海住新置业服务合作公司,,188户,公园新村,,板楼,https://xm.lianjia.com/xiaoqu/3911057351340/,2000年建成 
(湖里江头)吕岭路75-77号,1栋,厦门长盛经济发展有限公司,,170户,长安大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3911055134089/,1998年建成 
(湖里江头)江顺里233到243号,2栋,厦门新景地集团有限公司,,286户,新景雅苑,,塔楼,https://xm.lianjia.com/xiaoqu/3911053568891/,2003年建成 
(湖里金尚)金昌里150到151号,7栋,厦门金秋豪园房地产有限公司,,444户,金秋花园三期,,塔楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057701866/,2000年建成 
(湖里南山路)兴隆路218到392号,42栋,厦门市鼓浪屿房地产开发有限公司,,287户,博士山庄,,板楼,https://xm.lianjia.com/xiaoqu/3911057323997/,1998年建成 
(湖里湖里大道)嘉园路139号,3栋,厦门特工房产有限公司,,349户,芙蓉苑四期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911057424121/,2003年建成 
(湖里邮轮城)双狮南里37号,21栋,无,,566户,双狮南里,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3920020469271541/,1975年建成 
(湖里金尚)禾东路,5栋,张家口集鑫投资有限公司,,350户,集鑫佳园,,板楼,https://xm.lianjia.com/xiaoqu/3911055909626/,1999年建成 
(湖里金尚)吕岭路801到813号,10栋,厦门市万邦实业开发公司,,442户,中福城,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911055921436/,1968年建成 
"(湖里南山路)嘉禾路545-565号, 嘉禾路519-549号, 嘉禾路553号",3栋,厦门凯城房地产开发有限公司,,347户,凯城花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057323999/,1993年建成 
(湖里大唐世家)园山北里34-37号,8栋,无开发商,,435户,兴隆新村,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911058021012/,1996年建成 
(湖里湖里大道)厦门市湖里区华荣路48-50号,1栋,华宇置业,,110户,森宝大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911630226715387/,1998年建成 
(湖里湖里大道)世纪花园西区,7栋,厦门华星开发商,,416户,世纪嘉园西区,,板楼,https://xm.lianjia.com/xiaoqu/3911057439117/,2003年建成 
"(湖里湖里大道)嘉兴里43到51号, 嘉兴里39到51号, 嘉禾路735-767号, 嘉园里30-32号",23栋,诚信置业(厦门)有限公司,,2102户,永升新城,,板楼/塔板结合/平房,https://xm.lianjia.com/xiaoqu/3911057447132/,1990年建成 
(湖里湖里大道)悦华路237-243号,2栋,厦门市万邦实业开发公司,,209户,龙腾花园二期,,板楼,https://xm.lianjia.com/xiaoqu/3911057432336/,1990年建成 
(湖里东渡)东兴路3号,7栋,无开发商,,162户,东兴小区,,板楼,https://xm.lianjia.com/xiaoqu/3912036221186669/,1990年建成 
(湖里祥店)祥店里67到77号,3栋,天地房地产开发,,156户,祥店市场,,板楼,https://xm.lianjia.com/xiaoqu/3911058686732/,2000年建成 
(湖里江头)台湾街145到181号,10栋,厦门市鑫新景地房地产开发有限公司,,403户,新景天湖广场2期,,塔楼,https://xm.lianjia.com/xiaoqu/3911057778232/,2007年建成 
(湖里江头)嘉禾路386-2号,1栋,厦门恒邦房地产开发有限公司,,450户,东方财富广场,,塔楼,https://xm.lianjia.com/xiaoqu/3911100194460/,1990年建成 
(湖里邮轮城)东渡路78号,1栋,暂无信息,,36户,东渡工商局宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3916316737532704/,1989年建成 
(湖里保税区)区政府宿舍,4栋,无开发商,,168户,区政府宿舍,,板楼,https://xm.lianjia.com/xiaoqu/3911057437789/,1993年建成 
(湖里江头)仙岳路822到844号,1栋,厦门永同昌房地产开发有限公司,,247户,永同昌假日国际公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911053570928/,2005年建成 
(湖里金尚)吕岭路183号,2栋,厦门大洋集团有限公司,,174户,泰和大厦,,板楼,https://xm.lianjia.com/xiaoqu/3911057408567/,2005年建成 
(湖里万达广场)金益三里,5栋,厦门特房建设工程集团有限公司,,1267户,湖边花园A区二标,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057769384/,2010年建成 
(湖里东渡)半山林海一期,2栋,"厦门禹洲集团股份有限公司,",,200户,半山林海一期,,塔楼,https://xm.lianjia.com/xiaoqu/3911062013801/,2005年建成 
(湖里南山路)南山路500-558号,4栋,"厦门禹洲集团股份有限公司,",,169户,半山豪庭,,板楼,https://xm.lianjia.com/xiaoqu/3911057295388/,2003年建成 
"(湖里南山路)海天路4之7-之12号, 海天路6号, 海天路6之13-18号",5栋,厦门经济特区房地产开发集团有限公司,,304户,特房华苑,,板楼,https://xm.lianjia.com/xiaoqu/3911057390469/,1997年建成 
(湖里南山路)兴隆路2号之一,1栋,厦门联发（集团）房地产公司,,96户,兴隆阁,,平房,https://xm.lianjia.com/xiaoqu/3911057417231/,2007年建成 
(湖里南山路)南山路358-364号,2栋,无开发商,,120户,明德花园,,板楼,https://xm.lianjia.com/xiaoqu/3911057351275/,1995年建成 
"(湖里江头)台湾街38号, 台湾街42号",7栋,台湾开发商,,82户,台湾街,,板楼,https://xm.lianjia.com/xiaoqu/3916861940691727/,1995年建成 
(湖里金尚)金尚路179到223号,3栋,天地房地产开发,,158户,天宇花园北区,,板楼,https://xm.lianjia.com/xiaoqu/3911057427792/,1999年建成 
(湖里金尚)金尚路352号,4栋,厦门坤城房地产开发有限公司,,219户,玉鹭苑,,板楼,https://xm.lianjia.com/xiaoqu/3911055917862/,1986年建成 
(湖里南山路)海天路297-311号,6栋,厦门德辉房地产有限公司,,298户,德辉花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057329465/,1994年建成 
(湖里五缘湾)钟岭路118号,2栋,上海恒晟居置业有限公司,,434户,恒晟大厦,,板楼,https://xm.lianjia.com/xiaoqu/3912675294966092/,2010年建成 
"(湖里南山路)海天路78-92号, 南山路46-1号",25栋,无开发商,,356户,南山小区,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911629727592634/,1989年建成 
(湖里金尚)湖里仙岳路与成功大道交汇处,2栋,厦门新景地集团有限公司,,426户,新景七星府邸,,塔板结合,https://xm.lianjia.com/xiaoqu/3914601874345934/,2015年建成 
(湖里金尚)金北花园53-185号,6栋,厦门市住宅建设总公司,,387户,金北花园53-185号,,板楼,https://xm.lianjia.com/xiaoqu/3911057696710/,2001年建成 
(湖里南山路)海天路223到285号,18栋, 陕西亿润经贸有限公司 ,,78户,华泰苑,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3912381716491531/,1993年建成 
(湖里江头)江头北路1号,3栋,厦门市鑫新景地房地产开发有限公司,,317户,东方威尼斯,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911053538979/,2005年建成 
(湖里枋湖)枋湖东四里1到52号,53栋,厦门华祥房地产发展有限公司,,56户,翰林苑,,板楼,https://xm.lianjia.com/xiaoqu/396969396048509/,2008年建成 
(湖里南山路)宜宾路26-40号,4栋,厦门经济特区房地产开发集团有限公司,,157户,特房海景公寓,,板楼,https://xm.lianjia.com/xiaoqu/3911057382212/,2001年建成 
"(湖里殿前)长乐路355-371号,395-399号",6栋,厦门奔马实业有限公司,,309户,长乐邨三期,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911058031623/,1999年建成 
(湖里湖里大道)兴隆路89-99号,3栋,厦门奔马房地产开发有限公司,,157户,奔马馨园,,板楼,https://xm.lianjia.com/xiaoqu/3911057321115/,2001年建成 
(湖里五缘湾)安岭路993到995号,2栋,无开发商,,306户,五缘印象,,板楼,https://xm.lianjia.com/xiaoqu/3911100503338/,2010年建成 
"(湖里南山路)康泰里1到87号, 兴隆路396号, 兴隆路400号, 兴隆路438号, 兴隆路428号, 兴隆路430号",30栋,厦门建发集团有限公司,,292户,源昌豪庭,,塔楼/板楼/塔板结合/平房,https://xm.lianjia.com/xiaoqu/399661937626205/,1994年建成 
(湖里保税区)悦鸿路35号,15栋,厦门卓晟实业发展有限公司,,234户,悦华园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/399704694099144/,1995年建成 
(湖里江头)嘉禾路396号,2栋,厦门市鑫新景地房地产有限公司,,333户,鑫新景地大厦,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3910360324370025/,1997年建成 
(湖里南山路)康乐里1到11号,4栋,厦门市源昌房地产开发有限公司,,338户,源昌豪庭二期,,板楼,https://xm.lianjia.com/xiaoqu/3911057407514/,1995年建成 
(湖里东渡)海山路,7栋,厦门市富山房地产公司,,144户,东渡文化广场,,塔板结合,https://xm.lianjia.com/xiaoqu/3911056360405/,1988年建成 
(湖里金尚)金尚路129-135号,4栋,北京住总首开置业有限公司,,67户,凌霄大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920038491653935/,1909年建成 
(湖里邮轮城)湖里区-东渡路65号,4栋,厦门华星开发商,,208户,宝鹭苑,,板楼,https://xm.lianjia.com/xiaoqu/3911056355558/,1985年建成 
(湖里保税区)玉泉花园,4栋,厦门市盛华物房地产开发有限公司,,115户,玉泉花园,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057494451/,2000年建成 
(湖里保税区)厦门市湖里区鸿宾路21-83号,30栋, 重庆桥达茂宸房地产开发有限公司,,30户,南泉小筑,,塔板结合/平房,https://xm.lianjia.com/xiaoqu/3911248136630081/,1998年建成 
(湖里保税区)和悦里80号,4栋,厦门市盛华物房地产开发有限公司,,268户,韵园公寓,,塔板结合,https://xm.lianjia.com/xiaoqu/3911057502738/,2000年建成 
(湖里东渡)东渡路124号,1栋, 陕西亿润经贸有限公司 ,,53户,海俱宿舍区,,板楼,https://xm.lianjia.com/xiaoqu/3920021100593922/,1993年建成 
(湖里南山路)湖里区华嘉路21-51号,16栋,厦门经济特区房地产开发集团有限公司,,255户,青翔花园,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911630226714888/,1995年建成 
(湖里五缘湾)五缘西三里50到150号,20栋,厦门经济特区房地产开发集团有限公司,,41户,源昌鑫海湾别墅,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3910271791787837/,2008年建成 
(湖里SM)禾山路505-513号,2栋, 重庆汇东房地产开发有限公司,,51户,江鹭花园,,塔板结合,https://xm.lianjia.com/xiaoqu/3913582573514671/,1996年建成 
"(湖里湖里大道)兴隆路90号, 兴隆路65-1号, 兴隆路65-2号, 兴隆路65-3号, 兴隆路65-4号, 兴隆路65-5号, 兴隆路65-6号",4栋,广东省戒毒基地,,75户,兴隆路,,塔板结合,https://xm.lianjia.com/xiaoqu/3913215293779281/,1995年建成 
(湖里江头)江华里56号,2栋,厦门繁华置业有限公司,,196户,华成花园,,板楼,https://xm.lianjia.com/xiaoqu/3911053545000/,1994年建成 
(湖里南山路)竹坑路2-6号,6栋,厦门世茂新领航置业有限公司,,52户,滨海苑,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3915530538052749/,1991年建成 
(湖里邮轮城)湖滨北路,2栋,厦门黄金大厦开发有限公司,,372户,黄金大厦,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911056367453/,2000年建成 
"(湖里五缘湾)湖里五缘湾内湖东岸, 五缘东七里8号, 五缘东七里42号, 五缘东七里17号",30栋,恒禾置地（厦门）股份有限公司,,340户,恒禾七尚,,板楼,https://xm.lianjia.com/xiaoqu/3914601487420626/,2014年建成 
(湖里湖里大道)兴隆路25号,2栋,中山恒力信建材有限公司,,174户,信源大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920020476615354/,1991年建成 
(湖里邮轮城)东渡路51号,2栋,厦门金城湾房地产开发有限公司,,307户,裕成大厦,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911056376104/,1996年建成 
(湖里机场区)金尚嘉园1到143号,5栋,厦门皇家房地产开发有限公司,,230户,富贵门花园,,塔楼/板楼,https://xm.lianjia.com/xiaoqu/3911057431908/,2009年建成 
"(湖里五缘湾)湖里安岭路湖里高新技术园区内, 安岭二路55号, 安岭二路57号",4栋,无开发商,,549户,力拓国际,,塔板结合,https://xm.lianjia.com/xiaoqu/3914601247558642/,2003年建成 
(湖里湖里大道)兴隆路31号,2栋, 西安保亿名卓置业有限公司,,144户,信宏大厦,,塔楼,https://xm.lianjia.com/xiaoqu/3920020848899423/,1999年建成 
"(湖里大唐世家)嘉禾路556到557号, 嘉禾路556-568号, 嘉禾路562-102",1栋,东明建发置业有限公司,,143户,东南花园,,板楼,https://xm.lianjia.com/xiaoqu/3917563495467269/,1993年建成 
"(湖里大唐世家)火炬二路291号, 火炬三路11-13号",8栋, 重庆汇东房地产开发有限公司,,127户,盛唐苑,,板楼/塔板结合,https://xm.lianjia.com/xiaoqu/3911070003491727/,1900年建成 
(湖里殿前)湖里区殿前一路,3栋,暂无信息,,32户,神山三航小区,,未知类型,https://xm.lianjia.com/xiaoqu/3915935737989359/,1983年建成 
